date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:11:41	293/293	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:25:51%20GMT	https://www.guide-h.com/img/frame_b.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/frame_b.gif	(from https://www.guide-h.com/styles.css)
23:11:41	322/322	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:09%20GMT	https://www.guide-h.com/img/colorframe_t.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/colorframe_t.gif	(from https://www.guide-h.com/styles.css)
23:11:41	326/326	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:08%20GMT	https://www.guide-h.com/img/colorframe_b.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/colorframe_b.gif	(from https://www.guide-h.com/styles.css)
23:11:42	742/742	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:34:35%20GMT	https://www.guide-h.com/img/round_t.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/round_t.gif	(from https://www.guide-h.com/styles.css)
23:11:42	744/744	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:34:34%20GMT	https://www.guide-h.com/img/round_b.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/round_b.gif	(from https://www.guide-h.com/styles.css)
23:11:42	1820/1820	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:20%20GMT	https://www.guide-h.com/img/decbox_t.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox_t.gif	(from https://www.guide-h.com/styles.css)
23:11:42	1839/1839	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:20%20GMT	https://www.guide-h.com/img/decbox_b.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox_b.gif	(from https://www.guide-h.com/styles.css)
23:11:43	4189/4189	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:19%20GMT	https://www.guide-h.com/img/decbox2_r.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox2_r.gif	(from https://www.guide-h.com/styles.css)
23:11:43	5675/5675	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:20%20GMT	https://www.guide-h.com/img/decbox2_tr.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox2_tr.gif	(from https://www.guide-h.com/styles.css)
23:11:43	7509/7509	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:19%20GMT	https://www.guide-h.com/img/decbox2_br.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox2_br.gif	(from https://www.guide-h.com/styles.css)
23:11:43	64/64	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:35%20GMT	https://www.guide-h.com/img/dott.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/dott.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:44	64/64	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:25:52%20GMT	https://www.guide-h.com/img/frame_l.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/frame_l.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:44	78/78	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:25:52%20GMT	https://www.guide-h.com/img/frame_tr.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/frame_tr.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:44	64/64	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:25:52%20GMT	https://www.guide-h.com/img/frame_r.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/frame_r.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:44	77/77	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:25:52%20GMT	https://www.guide-h.com/img/frame_br.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/frame_br.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:45	64/64	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:09%20GMT	https://www.guide-h.com/img/colorframe_l.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/colorframe_l.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:45	79/79	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:09%20GMT	https://www.guide-h.com/img/colorframe_tr.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/colorframe_tr.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:45	64/64	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:09%20GMT	https://www.guide-h.com/img/colorframe_r.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/colorframe_r.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:45	79/79	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:09%20GMT	https://www.guide-h.com/img/colorframe_br.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/colorframe_br.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:46	91/91	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:34:34%20GMT	https://www.guide-h.com/img/round_l.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/round_l.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:46	248/248	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:34:35%20GMT	https://www.guide-h.com/img/round_tr.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/round_tr.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:46	91/91	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:34:35%20GMT	https://www.guide-h.com/img/round_r.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/round_r.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:46	253/253	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:34:34%20GMT	https://www.guide-h.com/img/round_br.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/round_br.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:46	66/66	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:20%20GMT	https://www.guide-h.com/img/decbox_l.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox_l.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:47	66/66	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:20%20GMT	https://www.guide-h.com/img/decbox_r.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox_r.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:47	1268/1268	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:20%20GMT	https://www.guide-h.com/img/decbox_tr.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox_tr.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:47	1266/1266	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:20%20GMT	https://www.guide-h.com/img/decbox_br.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox_br.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:47	1580/1580	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:19%20GMT	https://www.guide-h.com/img/decbox2_l.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox2_l.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:48	387/387	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:20%20GMT	https://www.guide-h.com/img/decbox2_t.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox2_t.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:48	1398/1398	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:20%20GMT	https://www.guide-h.com/img/decbox2_t2.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox2_t2.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:48	806/806	---M--	200	added ('OK')	image/gif	date:Wed,%2018%20Jul%202018%2010:24:19%20GMT	https://www.guide-h.com/img/decbox2_b.gif	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/decbox2_b.gif	(from https://www.guide-h.com/css/textstyles.css)
23:11:48	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Feb%202023%2015:11:48%20GMT	https://www.guide-h.com/css/indexstyles.css?20221223120411	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/css/indexstyles8d51.css	(from https://www.guide-h.com/category2/)
23:11:49	602/602	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Nov%202022%2006:48:50%20GMT	https://www.guide-h.com/user.css?20221223120411	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/user8d51.css	(from https://www.guide-h.com/category2/)
23:11:49	26479/26479	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Apr%202019%2007:36:18%20GMT	https://www.guide-h.com/img/button_suguni.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/button_suguni.jpg	(from https://www.guide-h.com/category2/)
23:11:49	125634/125634	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20May%202022%2013:13:06%20GMT	https://www.guide-h.com/img/month_ppv_hikaku.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_ppv_hikaku.jpg	(from https://www.guide-h.com/category2/)
23:11:49	106643/106643	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2011:22:56%20GMT	https://www.guide-h.com/img/table_price_month.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/table_price_month.jpg	(from https://www.guide-h.com/category2/)
23:11:49	96635/96635	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Apr%202022%2010:32:53%20GMT	https://www.guide-h.com/img/month_plan_cari_hikaku.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_plan_cari_hikaku.jpg	(from https://www.guide-h.com/category2/)
23:11:50	231172/231172	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Apr%202022%2012:24:07%20GMT	https://www.guide-h.com/img/month_plan_tokyo-hot_hikaku.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_plan_tokyo-hot_hikaku.jpg	(from https://www.guide-h.com/category2/)
23:11:51	196205/196205	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202019%2020:39:53%20GMT	https://www.guide-h.com/img/month_kami_site.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_kami_site.jpg	(from https://www.guide-h.com/category2/)
23:11:51	322436/322436	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20May%202019%2022:42:27%20GMT	https://www.guide-h.com/img/nyoshin_request.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/nyoshin_request.jpg	(from https://www.guide-h.com/category2/)
23:11:51	146274/146274	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202019%2009:08:13%20GMT	https://www.guide-h.com/img/enq_tokyo-hot2018.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/enq_tokyo-hot2018.jpg	(from https://www.guide-h.com/category2/)
23:11:51	273795/273795	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202019%2007:54:43%20GMT	https://www.guide-h.com/img/cari011317-350_review.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/cari011317-350_review.jpg	(from https://www.guide-h.com/category2/)
23:11:51	346057/346057	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202019%2007:56:00%20GMT	https://www.guide-h.com/img/cari092017-001-review.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/cari092017-001-review.jpg	(from https://www.guide-h.com/category2/)
23:11:51	162729/162729	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202019%2008:46:38%20GMT	https://www.guide-h.com/img/month_rank_image.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_rank_image.jpg	(from https://www.guide-h.com/category2/)
23:11:52	58261/58261	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20May%202019%2017:02:53%20GMT	https://www.guide-h.com/img/month_member_rank.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_member_rank.jpg	(from https://www.guide-h.com/category2/)
23:11:52	45985/45985	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Apr%202019%2014:20:47%20GMT	https://www.guide-h.com/img/month_nayami.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_nayami.jpg	(from https://www.guide-h.com/category2/)
23:11:52	174719/174719	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2011:11:41%20GMT	https://www.guide-h.com/img/month_mozaiku.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_mozaiku.jpg	(from https://www.guide-h.com/category2/)
23:11:52	160417/160417	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202019%2011:15:24%20GMT	https://www.guide-h.com/img/syuseizumi_nyusyu.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/syuseizumi_nyusyu.jpg	(from https://www.guide-h.com/category2/)
23:11:53	46890/46890	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202019%2010:02:56%20GMT	https://www.guide-h.com/img/av_act_ura-omote.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/av_act_ura-omote.jpg	(from https://www.guide-h.com/category2/)
23:11:53	12736/12736	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202019%2014:42:05%20GMT	https://www.guide-h.com/img/image_wakaran.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/image_wakaran.jpg	(from https://www.guide-h.com/category2/)
23:11:53	221205/221205	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20May%202019%2016:18:17%20GMT	https://www.guide-h.com/img/table_dl_st_hikaku.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/table_dl_st_hikaku.jpg	(from https://www.guide-h.com/category2/)
23:11:53	94932/94932	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2007:03:26%20GMT	https://www.guide-h.com/img/image_mirehen.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/image_mirehen.jpg	(from https://www.guide-h.com/category2/)
23:11:53	145932/145932	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Apr%202019%2018:14:33%20GMT	https://www.guide-h.com/img/drm_gaiyou.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/drm_gaiyou.jpg	(from https://www.guide-h.com/category2/)
23:11:54	166381/166381	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2010:10:23%20GMT	https://www.guide-h.com/img/month_kokunai-kaigai.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_kokunai-kaigai.jpg	(from https://www.guide-h.com/category2/)
23:11:54	2331/2331	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20May%202019%2014:04:43%20GMT	https://www.guide-h.com/img/yajirusi_sita_soredehadouzo.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/yajirusi_sita_soredehadouzo.jpg	(from https://www.guide-h.com/category2/)
23:11:54	219349/219349	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20May%202022%2012:54:03%20GMT	https://www.guide-h.com/img/month_12sen.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/month_12sen.jpg	(from https://www.guide-h.com/category2/)
23:11:54	33419/33419	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202019%2016:17:31%20GMT	https://www.guide-h.com/img/bn_month_dl.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/bn_month_dl.jpg	(from https://www.guide-h.com/category2/)
23:11:55	3409/3409	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20May%202019%2015:41:48%20GMT	https://www.guide-h.com/img/button_mushusei.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/button_mushusei.jpg	(from https://www.guide-h.com/category2/)
23:11:55	4452/4452	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202019%2018:46:41%20GMT	https://www.guide-h.com/img/hyouka50.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/hyouka50.jpg	(from https://www.guide-h.com/category2/)
23:11:55	1555936/1555936	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20May%202022%2010:32:57%20GMT	https://www.guide-h.com/img/h4610_image700x1600.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/h4610_image700x1600.jpg	(from https://www.guide-h.com/category2/)
23:11:55	239628/239628	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20May%202022%2008:29:38%20GMT	https://www.guide-h.com/img/h4610pg_image480x480.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/h4610pg_image480x480.jpg	(from https://www.guide-h.com/category2/)
23:11:56	30299/30299	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Dec%202022%2010:33:35%20GMT	https://www.guide-h.com/img/tousatsux_month-pr1.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/tousatsux_month-pr1.jpg	(from https://www.guide-h.com/category2/)
23:11:56	694349/694349	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20May%202022%2009:08:17%20GMT	https://www.guide-h.com/img/h4610_image400x1200.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/h4610_image400x1200.jpg	(from https://www.guide-h.com/category2/)
23:11:56	3683/3683	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20May%202019%2015:43:00%20GMT	https://www.guide-h.com/img/button_shuseizumi.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/button_shuseizumi.jpg	(from https://www.guide-h.com/category2/)
23:11:56	4685/4685	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202019%2018:46:41%20GMT	https://www.guide-h.com/img/hyouka40.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/hyouka40.jpg	(from https://www.guide-h.com/category2/)
23:11:56	1269819/1269819	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Dec%202022%2010:34:05%20GMT	https://www.guide-h.com/img/tousatsux_month-pr2.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/tousatsux_month-pr2.jpg	(from https://www.guide-h.com/category2/)
23:11:57	161152/161152	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2008:09:53%20GMT	https://www.guide-h.com/img/enkou55_image500x500.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/enkou55_image500x500.jpg	(from https://www.guide-h.com/category2/)
23:11:57	483179/483179	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Dec%202022%2011:36:43%20GMT	https://www.guide-h.com/img/tousatsux_month-pr3.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/tousatsux_month-pr3.jpg	(from https://www.guide-h.com/category2/)
23:11:57	402870/402870	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Apr%202019%2018:05:28%20GMT	https://www.guide-h.com/img/enkou55_pr.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/enkou55_pr.jpg	(from https://www.guide-h.com/category2/)
23:11:57	38106/38106	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20May%202019%2016:13:41%20GMT	https://www.guide-h.com/img/bn_month_str.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/bn_month_str.jpg	(from https://www.guide-h.com/category2/)
23:11:58	70836/70836	---M--	200	added ('OK')	image/jpeg	etag:%225a15d0ec-114b4%22	https://affiliate.dtiserv.com/image/hey_channel/1520001.jpg	C:/My%20Websites/https___www.guide-h.com_/affiliate.dtiserv.com/image/hey_channel/1520001.jpg	(from https://www.guide-h.com/category2/)
23:11:59	510976/510976	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20May%202019%2014:21:40%20GMT	https://www.guide-h.com/img/hey_month_pr.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/hey_month_pr.jpg	(from https://www.guide-h.com/category2/)
23:11:59	127268/127268	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2020:04:53%20GMT	https://www.guide-h.com/img/hey_month_provider.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/hey_month_provider.jpg	(from https://www.guide-h.com/category2/)
23:11:59	378277/378277	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20May%202019%2009:58:25%20GMT	https://www.guide-h.com/img/hey_month_gachi_pr.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/hey_month_gachi_pr.jpg	(from https://www.guide-h.com/category2/)
23:11:59	129374/129374	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202019%2012:38:31%20GMT	https://www.guide-h.com/img/javholic_image500x500.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/javholic_image500x500.jpg	(from https://www.guide-h.com/category2/)
23:11:59	169471/169471	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20May%202019%2010:39:06%20GMT	https://www.guide-h.com/img/javholic_cate.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/javholic_cate.jpg	(from https://www.guide-h.com/category2/)
23:12:00	165619/165619	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20May%202019%2013:02:04%20GMT	https://www.guide-h.com/img/javholic_tougou.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/javholic_tougou.jpg	(from https://www.guide-h.com/category2/)
23:12:00	150558/150558	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202019%2016:03:45%20GMT	https://www.guide-h.com/img/pikkur_image500x500.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/pikkur_image500x500.jpg	(from https://www.guide-h.com/category2/)
23:12:00	162799/162799	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20May%202019%2008:52:20%20GMT	https://www.guide-h.com/img/cari_image500x500.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/cari_image500x500.jpg	(from https://www.guide-h.com/category2/)
23:12:00	503891/503891	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20May%202019%2019:52:39%20GMT	https://www.guide-h.com/img/pikkur_pr.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/pikkur_pr.jpg	(from https://www.guide-h.com/category2/)
23:12:00	384185/384185	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202019%2007:16:44%20GMT	https://www.guide-h.com/img/cari_kawaii.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/cari_kawaii.jpg	(from https://www.guide-h.com/category2/)
23:12:01	430896/430896	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202019%2007:09:42%20GMT	https://www.guide-h.com/img/cari_hennano.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/cari_hennano.jpg	(from https://www.guide-h.com/category2/)
23:12:01	419578/419578	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202019%2008:30:33%20GMT	https://www.guide-h.com/img/cari_month_pr.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/cari_month_pr.jpg	(from https://www.guide-h.com/category2/)
23:12:01	957538/957538	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2023:14:25%20GMT	https://www.guide-h.com/img/cari_series_pr.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/cari_series_pr.jpg	(from https://www.guide-h.com/category2/)
23:12:02	86524/86524	---M--	200	added ('OK')	image/gif	etag:%2262c67845-151fc%22	https://ad.duga.jp/banner/duga/month/700-200.gif	C:/My%20Websites/https___www.guide-h.com_/ad.duga.jp/banner/duga/month/700-200.gif	(from https://www.guide-h.com/category2/)
23:12:02	4560/4560	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202019%2018:46:41%20GMT	https://www.guide-h.com/img/hyouka35.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/hyouka35.jpg	(from https://www.guide-h.com/category2/)
23:12:02	95491/95491	---M--	200	added ('OK')	image/gif	etag:%225f66c35c-17503%22	https://ad.duga.jp/banner/sodcreate/700-200.gif	C:/My%20Websites/https___www.guide-h.com_/ad.duga.jp/banner/sodcreate/700-200.gif	(from https://www.guide-h.com/category2/)
23:12:02	9305/9305	---M--	200	added ('OK')	application/javascript	etag:%225f2b6278-2459%22	https://ad.duga.jp/flash/dugaflvplayer.js	C:/My%20Websites/https___www.guide-h.com_/ad.duga.jp/flash/dugaflvplayer.js	(from https://www.guide-h.com/category2/)
23:12:02	109407/109407	---M--	200	added ('OK')	image/gif	etag:%225ceb4bab-1ab5f%22	https://ad.duga.jp/banner/paradisetv/700-200.gif	C:/My%20Websites/https___www.guide-h.com_/ad.duga.jp/banner/paradisetv/700-200.gif	(from https://www.guide-h.com/category2/)
23:12:03	103173/103173	---M--	200	added ('OK')	image/gif	etag:%2261b05215-19305%22	https://ad.duga.jp/banner/shirouto/700-200.gif	C:/My%20Websites/https___www.guide-h.com_/ad.duga.jp/banner/shirouto/700-200.gif	(from https://www.guide-h.com/category2/)
23:12:03	105578/105578	---M--	200	added ('OK')	image/gif	etag:%22632ac8b5-19c6a%22	https://ad.duga.jp/banner/next/700-200.gif	C:/My%20Websites/https___www.guide-h.com_/ad.duga.jp/banner/next/700-200.gif	(from https://www.guide-h.com/category2/)
23:12:03	106691/106691	---M--	200	added ('OK')	image/gif	etag:%2261aec1e9-1a0c3%22	https://ad.duga.jp/banner/jukujo/700-200.gif	C:/My%20Websites/https___www.guide-h.com_/ad.duga.jp/banner/jukujo/700-200.gif	(from https://www.guide-h.com/category2/)
23:12:03	98163/98163	---M--	200	added ('OK')	image/gif	etag:%2261a4a288-17f73%22	https://ad.duga.jp/banner/kansai/700-200.gif	C:/My%20Websites/https___www.guide-h.com_/ad.duga.jp/banner/kansai/700-200.gif	(from https://www.guide-h.com/category2/)
23:12:04	92174/92174	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202017%2015:33:09%20GMT	https://www.guide-h.com/img/cate_month_kousei.jpg	C:/My%20Websites/https___www.guide-h.com_/www.guide-h.com/img/cate_month_kousei.jpg	(from https://www.guide-h.com/category2/)
